t,x,y,yaw
0.0,-6.0004,-1.0,3.1416
0.017,-6.0004,-1.0,3.1416
0.033,-6.0004,-1.0,3.1416
0.05,-6.0005,-1.0,3.1416
0.067,-6.001,-1.0,3.1416
0.083,-6.002,-1.0,3.1416
0.1,-6.0036,-1.0,3.1416
0.117,-6.0058,-1.0,3.1416
0.133,-6.0085,-1.0,3.1416
0.15,-6.0118,-1.0,3.1416
0.167,-6.0157,-1.0,3.1415
0.183,-6.0201,-1.0,3.1415
0.2,-6.025,-1.0,3.1415
0.217,-6.0305,-1.0,3.1415
0.233,-6.0366,-1.0,3.1415
0.25,-6.0432,-1.0,3.1415
0.267,-6.0504,-1.0,3.1415
0.283,-6.0581,-1.0,3.1415
0.3,-6.0664,-1.0,3.1415
0.317,-6.0747,-1.0,3.1415
0.333,-6.0831,-1.0,3.1415
0.35,-6.0915,-1.0,3.1415
0.367,-6.0998,-1.0,3.1415
0.383,-6.1082,-1.0,3.1415
0.4,-6.1165,-1.0,3.1414
0.417,-6.1249,-1.0,3.1414
0.433,-6.1332,-1.0,3.1414
0.45,-6.1416,-1.0,3.1414
0.467,-6.1499,-1.0,3.1414
0.483,-6.1583,-1.0,3.1414
0.5,-6.1666,-1.0,3.1414
0.517,-6.175,-1.0,3.1414
0.533,-6.1833,-1.0,3.1414
0.55,-6.1917,-1.0,3.1414
0.567,-6.2,-1.0,3.1414
0.583,-6.2084,-1.0,3.1414
0.6,-6.2167,-1.0,3.1414
0.617,-6.2251,-1.0,3.1414
0.633,-6.2335,-1.0,3.1414
0.65,-6.2418,-1.0,3.1414
0.667,-6.2502,-1.0,3.1413
0.683,-6.2585,-1.0,3.1413
0.7,-6.2669,-1.0,3.1413
0.717,-6.2752,-1.0,3.1413
0.733,-6.2836,-1.0,3.1413
0.75,-6.2919,-1.0,3.1413
0.767,-6.3003,-1.0,3.1413
0.783,-6.3086,-0.9999,3.1413
0.8,-6.317,-0.9999,3.1413
0.817,-6.3253,-0.9999,3.1413
0.833,-6.3337,-0.9999,3.1413
0.85,-6.342,-0.9999,3.1413
0.867,-6.3504,-0.9999,3.1413
0.883,-6.3588,-0.9999,3.1413
0.9,-6.3671,-0.9999,3.1413
0.917,-6.3755,-0.9999,3.1413
0.933,-6.3838,-0.9999,3.1413
0.95,-6.3922,-0.9999,3.1413
0.967,-6.4005,-0.9999,3.1412
0.983,-6.4089,-0.9999,3.1412
1.0,-6.4172,-0.9999,3.1412
1.017,-6.4256,-0.9999,3.1412
1.033,-6.4339,-0.9999,3.1412
1.05,-6.4423,-0.9999,3.1412
1.067,-6.4506,-0.9999,3.1412
1.083,-6.459,-0.9999,3.1412
1.1,-6.4674,-0.9999,3.1412
1.117,-6.4757,-0.9999,3.1412
1.133,-6.4841,-0.9999,3.1412
1.15,-6.4924,-0.9999,3.1412
1.167,-6.5008,-0.9999,3.1412
1.183,-6.5091,-0.9999,3.1412
1.2,-6.5175,-0.9999,3.1412
1.217,-6.5258,-0.9999,3.1412
1.233,-6.5342,-0.9999,3.1412
1.25,-6.5425,-0.9999,3.1412
1.267,-6.5509,-0.9999,3.1411
1.283,-6.5592,-0.9999,3.1411
1.3,-6.5676,-0.9999,3.1411
1.317,-6.5759,-0.9998,3.1411
1.333,-6.5843,-0.9998,3.1411
1.35,-6.5927,-0.9998,3.1411
1.367,-6.601,-0.9998,3.1411
1.383,-6.6094,-0.9998,3.1411
1.4,-6.6177,-0.9998,3.1411
1.417,-6.6261,-0.9998,3.1411
1.433,-6.6344,-0.9998,3.1411
1.45,-6.6428,-0.9998,3.1411
1.467,-6.6511,-0.9998,3.1411
1.483,-6.6595,-0.9998,3.1411
1.5,-6.6678,-0.9998,3.1411
1.517,-6.6762,-0.9998,3.1411
1.533,-6.6845,-0.9998,3.1411
1.55,-6.6929,-0.9998,3.1411
1.567,-6.7012,-0.9998,3.1411
1.583,-6.7096,-0.9998,3.141
1.6,-6.718,-0.9998,3.141
1.617,-6.7263,-0.9998,3.141
1.633,-6.7347,-0.9998,3.141
1.65,-6.743,-0.9998,3.141
1.667,-6.7514,-0.9998,3.141
1.683,-6.7597,-0.9998,3.141
1.7,-6.7681,-0.9997,3.141
1.717,-6.7764,-0.9997,3.141
1.733,-6.7848,-0.9997,3.141
1.75,-6.7931,-0.9997,3.141
1.767,-6.8015,-0.9997,3.141
1.783,-6.8098,-0.9997,3.141
1.8,-6.8182,-0.9997,3.141
1.817,-6.8265,-0.9997,3.141
1.833,-6.8349,-0.9997,3.141
1.85,-6.8433,-0.9997,3.141
