t,x,y,yaw
0.0,-6.0004,-1.0,3.1416
0.017,-6.0004,-1.0,3.1416
0.033,-6.0004,-1.0,3.1416
0.05,-6.0005,-1.0,3.1416
0.067,-6.001,-1.0,3.1416
0.083,-6.002,-1.0,3.1416
0.1,-6.0036,-1.0,3.1416
0.117,-6.0058,-1.0,3.1416
0.133,-6.0085,-1.0,3.1416
0.15,-6.0118,-1.0,3.1416
0.167,-6.0157,-1.0,3.1415
0.183,-6.0201,-1.0,3.1415
0.2,-6.025,-1.0,3.1415
0.217,-6.0305,-1.0,3.1415
0.233,-6.0366,-1.0,3.1415
0.25,-6.0432,-1.0,3.1415
0.267,-6.0499,-1.0,3.1415
0.283,-6.0566,-1.0,3.1415
0.3,-6.0633,-1.0,3.1415
0.317,-6.0699,-1.0,3.1415
0.333,-6.0766,-1.0,3.1415
0.35,-6.0833,-1.0,3.1415
0.367,-6.09,-1.0,3.1415
0.383,-6.0967,-1.0,3.1415
0.4,-6.1034,-1.0,3.1415
0.417,-6.1101,-1.0,3.1415
0.433,-6.1167,-1.0,3.1415
0.45,-6.1234,-1.0,3.1414
0.467,-6.1301,-1.0,3.1414
0.483,-6.1368,-1.0,3.1414
0.5,-6.1435,-1.0,3.1414
0.517,-6.1502,-1.0,3.1414
0.533,-6.1568,-1.0,3.1414
0.55,-6.1635,-1.0,3.1414
0.567,-6.1702,-1.0,3.1414
0.583,-6.1769,-1.0,3.1414
0.6,-6.1836,-1.0,3.1414
0.617,-6.1903,-1.0,3.1414
0.633,-6.197,-1.0,3.1414
0.65,-6.2036,-1.0,3.1414
0.667,-6.2103,-1.0,3.1414
0.683,-6.217,-1.0,3.1414
0.7,-6.2237,-1.0,3.1414
0.717,-6.2304,-1.0,3.1414
0.733,-6.2371,-1.0,3.1413
0.75,-6.2437,-1.0,3.1413
0.767,-6.2504,-1.0,3.1413
0.783,-6.2571,-1.0,3.1413
0.8,-6.2638,-1.0,3.1413
0.817,-6.2705,-1.0,3.1413
0.833,-6.2772,-1.0,3.1413
0.85,-6.2839,-1.0,3.1413
0.867,-6.2905,-1.0,3.1413
0.883,-6.2972,-0.9999,3.1413
0.9,-6.3039,-0.9999,3.1413
0.917,-6.3106,-0.9999,3.1413
0.933,-6.3173,-0.9999,3.1413
0.95,-6.324,-0.9999,3.1413
0.967,-6.3307,-0.9999,3.1413
0.983,-6.3373,-0.9999,3.1413
1.0,-6.344,-0.9999,3.1413
1.017,-6.3507,-0.9999,3.1412
1.033,-6.3574,-0.9999,3.1412
1.05,-6.3641,-0.9999,3.1412
1.067,-6.3708,-0.9999,3.1412
1.083,-6.3774,-0.9999,3.1412
1.1,-6.3841,-0.9999,3.1412
1.117,-6.3908,-0.9999,3.1412
1.133,-6.3975,-0.9999,3.1412
1.15,-6.4042,-0.9999,3.1412
1.167,-6.4109,-0.9999,3.1412
1.183,-6.4175,-0.9999,3.1412
1.2,-6.4242,-0.9999,3.1412
1.217,-6.4309,-0.9999,3.1412
1.233,-6.4376,-0.9999,3.1412
1.25,-6.4443,-0.9999,3.1412
1.267,-6.451,-0.9999,3.1412
1.283,-6.4577,-0.9999,3.1412
1.3,-6.4643,-0.9999,3.1412
1.317,-6.471,-0.9999,3.1411
1.333,-6.4777,-0.9999,3.1411
1.35,-6.4844,-0.9999,3.1411
1.367,-6.4911,-0.9999,3.1411
1.383,-6.4978,-0.9999,3.1411
1.4,-6.5045,-0.9999,3.1411
1.417,-6.5111,-0.9999,3.1411
1.433,-6.5178,-0.9999,3.1411
1.45,-6.5245,-0.9999,3.1411
1.467,-6.5312,-0.9999,3.1411
1.483,-6.5379,-0.9999,3.1411
1.5,-6.5446,-0.9998,3.1411
1.517,-6.5512,-0.9998,3.1411
1.533,-6.5579,-0.9998,3.1411
1.55,-6.5646,-0.9998,3.1411
1.567,-6.5713,-0.9998,3.1411
1.583,-6.578,-0.9998,3.1411
1.6,-6.5847,-0.9998,3.1411
1.617,-6.5914,-0.9998,3.141
1.633,-6.598,-0.9998,3.141
1.65,-6.6047,-0.9998,3.141
1.667,-6.6114,-0.9998,3.141
1.683,-6.6181,-0.9998,3.141
1.7,-6.6248,-0.9998,3.141
1.717,-6.6315,-0.9998,3.141
1.733,-6.6382,-0.9998,3.141
1.75,-6.6448,-0.9998,3.141
1.767,-6.6515,-0.9998,3.141
1.783,-6.6582,-0.9998,3.141
1.8,-6.6649,-0.9998,3.141
1.817,-6.6716,-0.9998,3.141
1.833,-6.6783,-0.9998,3.141
1.85,-6.685,-0.9998,3.141
