t,x,y,yaw
0.0,-6.0004,-1.0,3.1416
0.017,-6.0004,-1.0,3.1416
0.033,-6.0004,-1.0,3.1416
0.05,-6.0005,-1.0,3.1416
0.067,-6.0005,-1.0,3.1411
0.083,-6.0005,-1.0,3.1399
0.1,-6.0005,-1.0,3.138
0.117,-6.0005,-1.0,3.1354
0.133,-6.0005,-1.0,3.1321
0.15,-6.0006,-1.0,3.1281
0.167,-6.0006,-1.0,3.1234
0.183,-6.0006,-1.0,3.118
0.2,-6.0006,-1.0,3.1118
0.217,-6.0006,-1.0,3.1049
0.233,-6.0006,-1.0,3.0973
0.25,-6.0006,-1.0,3.089
0.267,-6.0007,-1.0,3.08
0.283,-6.0007,-1.0,3.0703
0.3,-6.0007,-1.0,3.0599
0.317,-6.0007,-1.0,3.0487
0.333,-6.0007,-1.0,3.0368
0.35,-6.0007,-1.0,3.0242
0.367,-6.0007,-1.0,3.0108
0.383,-6.0008,-1.0,2.9967
0.4,-6.0008,-1.0,2.9819
0.417,-6.0008,-1.0,2.9663
0.433,-6.0008,-1.0,2.95
0.45,-6.0008,-1.0,2.933
0.467,-6.0008,-0.9999,2.9152
0.483,-6.0008,-0.9999,2.8967
0.5,-6.0008,-0.9999,2.8774
0.517,-6.0008,-0.9999,2.8574
0.533,-6.0007,-0.9999,2.8367
0.55,-6.0007,-0.9999,2.8153
0.567,-6.0006,-1.0,2.7931
0.583,-6.0005,-1.0,2.7702
0.6,-6.0004,-1.0,2.7466
0.617,-6.0003,-1.0,2.7222
0.633,-6.0002,-1.0,2.6972
0.65,-6.0001,-1.0001,2.6714
0.667,-6.0001,-1.0001,2.6449
0.683,-5.9999,-1.0002,2.6178
0.7,-5.9998,-1.0002,2.5899
0.717,-5.9997,-1.0003,2.5612
0.733,-5.9996,-1.0003,2.5321
0.75,-5.9995,-1.0004,2.5027
0.767,-5.9996,-1.0003,2.4731
0.783,-6.0001,-1.0,2.4436
0.8,-6.0009,-0.9993,2.4141
0.817,-6.0021,-0.9982,2.3846
0.833,-6.0037,-0.9967,2.3551
0.85,-6.0056,-0.9947,2.3257
0.867,-6.0079,-0.9923,2.2963
0.883,-6.0104,-0.9894,2.2672
0.9,-6.0132,-0.9859,2.2383
0.917,-6.0161,-0.9821,2.2099
0.933,-6.019,-0.978,2.1822
0.95,-6.0219,-0.9737,2.155
0.967,-6.0247,-0.9694,2.1286
0.983,-6.0273,-0.965,2.1028
1.0,-6.0298,-0.9604,2.0777
1.017,-6.0322,-0.9559,2.0535
1.033,-6.0345,-0.9512,2.03
1.05,-6.0367,-0.9465,2.0072
1.067,-6.0388,-0.9418,1.9852
1.083,-6.0407,-0.937,1.964
1.1,-6.0426,-0.9322,1.9436
1.117,-6.0444,-0.9273,1.924
1.133,-6.0461,-0.9224,1.9051
1.15,-6.0477,-0.9174,1.887
1.167,-6.0493,-0.9124,1.8697
1.183,-6.0507,-0.9074,1.8532
1.2,-6.0521,-0.9024,1.8374
1.217,-6.0534,-0.8973,1.8224
1.233,-6.0547,-0.8919,1.8081
1.25,-6.0561,-0.8859,1.7946
1.267,-6.0575,-0.8794,1.7818
1.283,-6.0589,-0.8723,1.7698
1.3,-6.0604,-0.8647,1.7585
1.317,-6.0618,-0.8565,1.7481
1.333,-6.0633,-0.8477,1.7384
1.35,-6.0648,-0.8383,1.7295
1.367,-6.0664,-0.8283,1.7214
1.383,-6.0679,-0.8178,1.7141
1.4,-6.0694,-0.8066,1.7075
1.417,-6.071,-0.7949,1.7014
1.433,-6.0725,-0.7826,1.6955
1.45,-6.0741,-0.7698,1.6899
1.467,-6.0756,-0.7564,1.6844
1.483,-6.0771,-0.7424,1.6792
1.5,-6.0786,-0.7279,1.6742
1.517,-6.0801,-0.713,1.6693
1.533,-6.0815,-0.6981,1.6646
1.55,-6.0829,-0.6832,1.66
1.567,-6.0841,-0.6682,1.6555
1.583,-6.0853,-0.6537,1.6507
1.6,-6.0863,-0.6397,1.6452
1.617,-6.0873,-0.6263,1.6391
1.633,-6.0881,-0.6134,1.6323
1.65,-6.0887,-0.601,1.6247
1.667,-6.0893,-0.5892,1.6164
1.683,-6.0897,-0.578,1.6073
1.7,-6.09,-0.5673,1.5975
1.717,-6.0901,-0.5571,1.587
1.733,-6.0902,-0.5475,1.5758
1.75,-6.0901,-0.5384,1.5638
1.767,-6.09,-0.5299,1.5511
1.783,-6.0897,-0.5219,1.5377
1.8,-6.0893,-0.5145,1.5236
1.817,-6.0889,-0.5076,1.5087
1.833,-6.0884,-0.5013,1.4932
