t,x,y,yaw
0.0,-6.0004,-1.0,3.1416
0.017,-6.0004,-1.0,3.1416
0.033,-6.0004,-1.0,3.1416
0.05,-6.0005,-1.0,3.1411
0.067,-6.0005,-1.0,3.1399
0.083,-6.0005,-1.0,3.138
0.1,-6.0005,-1.0,3.1354
0.117,-6.0005,-1.0,3.1321
0.133,-6.0005,-1.0,3.1281
0.15,-6.0006,-1.0,3.1234
0.167,-6.0006,-1.0,3.118
0.183,-6.0006,-1.0,3.1118
0.2,-6.0006,-1.0,3.1049
0.217,-6.0006,-1.0,3.0973
0.233,-6.0006,-1.0,3.089
0.25,-6.0006,-1.0,3.08
0.267,-6.0007,-1.0,3.0703
0.283,-6.0007,-1.0,3.0599
0.3,-6.0007,-1.0,3.0487
0.317,-6.0007,-1.0,3.0368
0.333,-6.0007,-1.0,3.0242
0.35,-6.0007,-1.0,3.0108
0.367,-6.0007,-1.0,2.9967
0.383,-6.0007,-1.0,2.9819
0.4,-6.0008,-1.0,2.9663
0.417,-6.0008,-1.0,2.95
0.433,-6.0008,-1.0,2.933
0.45,-6.0008,-0.9999,2.9152
0.467,-6.0008,-0.9999,2.8967
0.483,-6.0008,-0.9999,2.8774
0.5,-6.0008,-0.9999,2.8574
0.517,-6.0007,-0.9999,2.8367
0.533,-6.0007,-0.9999,2.8153
0.55,-6.0006,-1.0,2.7931
0.567,-6.0005,-1.0,2.7702
0.583,-6.0004,-1.0,2.7466
0.6,-6.0003,-1.0,2.7224
0.617,-6.0002,-1.0001,2.6978
0.633,-6.0001,-1.0001,2.6731
0.65,-6.0001,-1.0001,2.6483
0.667,-6.0,-1.0002,2.6235
0.683,-5.9999,-1.0002,2.5986
0.7,-5.9998,-1.0003,2.5738
0.717,-5.9997,-1.0003,2.5489
0.733,-5.9996,-1.0004,2.524
0.75,-5.9995,-1.0005,2.4991
0.767,-5.9994,-1.0005,2.4742
0.783,-5.9994,-1.0006,2.4493
0.8,-5.9993,-1.0007,2.4244
0.817,-5.9992,-1.0007,2.3995
0.833,-5.9991,-1.0008,2.3747
0.85,-5.9991,-1.0009,2.3498
0.867,-5.999,-1.0009,2.3253
0.883,-5.9989,-1.001,2.3014
0.9,-5.9989,-1.0011,2.2781
0.917,-5.9988,-1.0012,2.2554
0.933,-5.9988,-1.0012,2.2335
0.95,-5.9987,-1.0013,2.2122
0.967,-5.9987,-1.0013,2.1917
0.983,-5.9987,-1.0014,2.1718
1.0,-5.9986,-1.0015,2.1526
1.017,-5.9986,-1.0015,2.134
1.033,-5.9986,-1.0016,2.116
1.05,-5.9986,-1.0016,2.0986
1.067,-5.9985,-1.0017,2.0818
1.083,-5.9985,-1.0017,2.0655
1.1,-5.9985,-1.0018,2.0498
1.117,-5.9987,-1.0015,2.0345
1.133,-5.999,-1.0007,2.0199
1.15,-5.9996,-0.9994,2.0056
1.167,-6.0004,-0.9976,1.9919
1.183,-6.0015,-0.9952,1.9785
1.2,-6.0027,-0.9924,1.9657
1.217,-6.004,-0.989,1.9532
1.233,-6.0056,-0.985,1.9411
1.25,-6.0073,-0.9805,1.9293
1.267,-6.0091,-0.9755,1.918
1.283,-6.0111,-0.9699,1.907
1.3,-6.0132,-0.9637,1.8963
1.317,-6.0154,-0.957,1.8859
1.333,-6.0177,-0.9498,1.8759
1.35,-6.0201,-0.942,1.8661
1.367,-6.0225,-0.9336,1.8566
1.383,-6.0251,-0.9246,1.8475
1.4,-6.0277,-0.9151,1.8386
1.417,-6.0304,-0.9051,1.83
1.433,-6.0331,-0.8944,1.8216
1.45,-6.0359,-0.8832,1.8134
1.467,-6.0387,-0.8715,1.8055
1.483,-6.0416,-0.8591,1.7978
1.5,-6.0445,-0.8463,1.7904
1.517,-6.0474,-0.8328,1.7831
1.533,-6.0503,-0.8188,1.7761
1.55,-6.0533,-0.8042,1.7692
1.567,-6.0562,-0.789,1.7626
1.583,-6.0592,-0.7733,1.7561
1.6,-6.0621,-0.757,1.7498
1.617,-6.065,-0.7406,1.7437
1.633,-6.0678,-0.7241,1.7376
1.65,-6.0704,-0.7077,1.7317
1.667,-6.073,-0.6912,1.726
1.683,-6.0755,-0.6747,1.7204
1.7,-6.0779,-0.6582,1.715
1.717,-6.0802,-0.6417,1.7098
1.733,-6.0824,-0.6252,1.7047
1.75,-6.0846,-0.6087,1.6998
1.767,-6.0866,-0.5921,1.695
1.783,-6.0886,-0.5756,1.6903
1.8,-6.0905,-0.559,1.6858
1.817,-6.0924,-0.5424,1.6814
1.833,-6.0942,-0.5259,1.6772
