t,x,y,yaw
0.0,-6.0004,-1.0,3.1416
0.017,-6.0004,-1.0,3.1416
0.033,-6.0004,-1.0,3.1416
0.05,-6.0005,-1.0,3.1416
0.067,-6.0005,-1.0,3.1411
0.083,-6.0005,-1.0,3.1399
0.1,-6.0005,-1.0,3.138
0.117,-6.0005,-1.0,3.1354
0.133,-6.0005,-1.0,3.1321
0.15,-6.0006,-1.0,3.1281
0.167,-6.0006,-1.0,3.1234
0.183,-6.0006,-1.0,3.118
0.2,-6.0006,-1.0,3.1118
0.217,-6.0006,-1.0,3.1049
0.233,-6.0006,-1.0,3.0973
0.25,-6.0006,-1.0,3.089
0.267,-6.0007,-1.0,3.08
0.283,-6.0007,-1.0,3.0703
0.3,-6.0007,-1.0,3.0599
0.317,-6.0007,-1.0,3.0487
0.333,-6.0007,-1.0,3.0368
0.35,-6.0007,-1.0,3.0242
0.367,-6.0007,-1.0,3.0108
0.383,-6.0008,-1.0,2.9967
0.4,-6.0008,-1.0,2.9819
0.417,-6.0008,-1.0,2.9663
0.433,-6.0008,-1.0,2.95
0.45,-6.0008,-1.0,2.933
0.467,-6.0008,-0.9999,2.9152
0.483,-6.0008,-0.9999,2.8967
0.5,-6.0008,-0.9999,2.8774
0.517,-6.0008,-0.9999,2.8574
0.533,-6.0007,-0.9999,2.8367
0.55,-6.0007,-0.9999,2.8153
0.567,-6.0006,-1.0,2.7931
0.583,-6.0005,-1.0,2.7702
0.6,-6.0004,-1.0,2.7466
0.617,-6.0003,-1.0,2.7222
0.633,-6.0002,-1.0,2.6972
0.65,-6.0001,-1.0001,2.6714
0.667,-6.0001,-1.0001,2.6449
0.683,-5.9999,-1.0002,2.6178
0.7,-5.9998,-1.0002,2.5899
0.717,-5.9997,-1.0003,2.5612
0.733,-5.9996,-1.0003,2.5319
0.75,-5.9995,-1.0004,2.5019
0.767,-5.9995,-1.0004,2.4711
0.783,-5.9997,-1.0003,2.4399
0.8,-6.0002,-0.9999,2.4081
0.817,-6.0011,-0.9991,2.376
0.833,-6.0023,-0.998,2.3439
0.85,-6.0039,-0.9963,2.3118
0.867,-6.0058,-0.9943,2.2796
0.883,-6.008,-0.9917,2.2475
0.9,-6.0104,-0.9885,2.2157
0.917,-6.0131,-0.9848,2.1841
0.933,-6.0159,-0.9806,2.1529
0.95,-6.0189,-0.9758,2.122
0.967,-6.022,-0.9705,2.0914
0.983,-6.0251,-0.9645,2.0614
1.0,-6.0283,-0.958,2.0321
1.017,-6.0315,-0.9508,2.0034
1.033,-6.0348,-0.9431,1.9753
1.05,-6.038,-0.9348,1.9479
1.067,-6.0413,-0.9258,1.921
1.083,-6.0445,-0.9163,1.8948
1.1,-6.0476,-0.9062,1.8693
1.117,-6.0505,-0.8954,1.8443
1.133,-6.0534,-0.8841,1.82
1.15,-6.0561,-0.8722,1.7964
1.167,-6.0587,-0.8597,1.7734
1.183,-6.061,-0.8466,1.751
1.2,-6.0632,-0.8329,1.7293
1.217,-6.0652,-0.8186,1.7083
1.233,-6.0669,-0.8038,1.6879
1.25,-6.0684,-0.7884,1.6681
1.267,-6.0696,-0.7724,1.6491
1.283,-6.0706,-0.7558,1.6307
1.3,-6.0713,-0.7387,1.6129
1.317,-6.0717,-0.7211,1.5959
1.333,-6.0719,-0.7029,1.5795
1.35,-6.0717,-0.6841,1.5637
1.367,-6.0713,-0.6648,1.5486
1.383,-6.0705,-0.645,1.5342
1.4,-6.0695,-0.6247,1.5205
1.417,-6.0682,-0.6039,1.5078
1.433,-6.0666,-0.5829,1.4968
1.45,-6.0648,-0.5619,1.4881
1.467,-6.0629,-0.5411,1.481
1.483,-6.0609,-0.5206,1.4747
1.5,-6.0588,-0.5003,1.4692
1.517,-6.0567,-0.4801,1.4644
1.533,-6.0544,-0.4602,1.4604
1.55,-6.0522,-0.4403,1.4572
1.567,-6.0499,-0.4206,1.4548
1.583,-6.0475,-0.401,1.4532
1.6,-6.0452,-0.3815,1.4523
1.617,-6.0429,-0.362,1.4522
1.633,-6.0406,-0.3426,1.4528
1.65,-6.0383,-0.3232,1.4541
1.667,-6.036,-0.3039,1.4562
1.683,-6.0339,-0.2845,1.4589
1.7,-6.0317,-0.2652,1.4623
1.717,-6.0297,-0.2458,1.4661
1.733,-6.0277,-0.2263,1.47
1.75,-6.0258,-0.2068,1.4737
1.767,-6.024,-0.1872,1.4773
1.783,-6.0222,-0.1676,1.4809
1.8,-6.0205,-0.1479,1.4846
1.817,-6.0189,-0.1281,1.4883
1.833,-6.0173,-0.1082,1.4919
